id,count
1908,68.744514
1909,87.508255
1913,
1918,105.8748
1922,147.41272
1923,93.31127
1925,120.90227
1926,141.56274
1927,70.021614
1930,106.091576
1935,29.950453
1939,146.58473
1942,89.36745
1943,
1948,74.85297
1949,70.027054
1951,110.37408
1953,146.57826
1959,
1963,147.54253
1967,28.283636
1973,73.28423
1975,57.866917
1976,24.97007
1990,146.63863
1993,146.86243
1997,68.46642
1999,91.035545
2001,147.65623
2004,101.90257
2010,68.70116
2013,115.35021
2017,147.54253
2021,25.816912
2023,36.54905
2026,146.89894
2037,28.136599
2039,147.61145
2041,47.504944
2046,146.6601
2050,50.87121
2060,85.91721
2067,104.50419
2069,64.72209
2072,148.00938
2074,65.85834
2079,47.907963
2083,30.076561
2085,53.30242
2087,23.554966
2093,146.92056
2094,146.68527
2097,40.94275
2103,33.756954
2104,
2107,92.02095
2108,28.75237
2110,23.411541
2115,53.37116
2117,147.19826
2125,73.4872
2127,147.41763
2133,71.75831
2134,147.03737
2135,95.444595
2141,147.32246
2143,57.670353
2145,115.67246
2146,147.1787
2147,94.30538
2148,
2149,
2165,132.91068
2166,144.97804
2177,96.56749
