id,count
890,
895,122.20043
899,93.90531
900,127.49065
901,135.2861
902,123.56396
903,115.96549
913,127.59214
918,123.95208
923,108.212036
924,84.24991
926,99.918945
927,109.690636
930,73.41992
934,44.040287
937,93.967766
939,93.53422
941,109.45097
942,132.07173
946,89.559875
950,66.33155
953,39.97564
959,11.277959
961,46.66892
962,91.05546
964,67.925606
969,57.779484
971,119.715385
976,67.71719
978,125.57339
980,104.199394
981,95.377846
990,128.8435
993,87.086174
996,113.328285
998,89.17071
999,126.65354
1006,121.33793
1008,35.305904
1013,109.7136
1015,56.67636
1016,62.74415
1022,112.155014
1026,94.073524
1028,118.823555
1031,42.98211
1034,
1037,123.10066
1040,
1042,108.40572
1046,115.443245
1048,83.35258
1049,112.810585
1050,
1051,102.06751
1052,129.21164
1055,72.114235
1060,123.77549
1064,117.23551
1066,28.288145
1071,87.575005
1073,64.61094
1089,87.520546
1091,54.388775
1092,113.292336
1093,134.40492
1096,94.07939
1097,85.29162
1098,110.406235
1099,37.60032
1102,127.34266
1107,51.111534
1109,75.30102
1111,34.913002
1112,121.84664
1114,132.18925
1116,124.15856
1117,66.22451
1118,41.983208
1122,
1124,122.66186
1127,43.734203
1133,73.73726
1134,87.57418
1135,88.36808
1139,84.265144
1143,
1150,61.606495
1151,121.23348
1153,125.89333
1155,114.47547
1162,114.25778
1163,116.34779
1166,6.0701723
1171,121.01664
1172,44.046173
1173,126.25112
1174,70.73308
1177,115.456154
1178,68.189476
1184,38.61345
1185,120.66808
1186,73.96273
1187,130.65529
1188,130.27211
1191,121.77411
1207,101.54506
1213,110.18833
1215,90.88216
1223,103.76393
1227,119.58439
1236,
1237,
1238,111.9579
1241,27.449411
1248,109.140205
1250,36.7189
1251,118.31047
1253,54.7388
1255,66.70598
1257,75.04732
1261,62.472984
1262,107.11538
1265,77.336845
1273,131.8432
1277,60.04654
1278,77.031715
1280,40.24855
1284,68.732605
1285,135.98505
1288,80.53919
1295,118.149376
1297,104.17582
1299,126.07989
1304,81.50446
1308,108.692604
1310,60.261314
1311,89.760735
1314,116.77189
1315,81.84057
1318,25.594091
1320,135.69879
1321,126.94915
1322,65.53863
1330,94.29212
1333,123.019485
1334,97.40994
1341,71.54173
1344,112.10532
1351,122.24787
1354,44.50663
1356,
1363,119.53183
1365,63.183384
1369,109.040245
1373,46.51229
1375,121.67411
1377,58.84202
1379,110.6939
1380,76.81095
1381,44.55832
1384,121.76922
1390,112.37751
1393,124.61027
1395,
1399,128.85757
1400,40.698624
1401,110.436455
1404,124.18276
1408,76.04136
1409,11.001548
1413,99.2382
1416,123.29124
1418,55.715584
1423,73.50518
1424,52.594833
1425,25.811354
1433,128.6237
1434,123.20983
1436,127.684456
1442,83.45401
1444,104.81254
1445,73.162285
1452,93.19893
1455,126.37448
1462,
1467,2.8488972
1472,115.065636
1475,114.34881
1493,51.91024
1501,125.22684
1503,119.96624
1504,134.18184
1505,51.33777
1511,128.33574
1512,
1513,64.89601
1514,112.148155
1528,109.42785
1533,130.07121
1534,111.43714
1536,97.214645
1537,109.22097
1539,60.152874
1550,53.728794
1552,122.18481
1554,122.190346
1555,121.61036
1556,14.048985
1559,32.034225
1563,123.79655
1566,67.10252
1567,71.7444
1568,90.44782
1571,125.04713
1572,112.58387
1574,
1577,76.467964
1583,24.747356
1585,109.86155
1586,77.07377
1587,127.051704
1596,106.752014
1602,24.888546
1604,36.58649
1605,38.178886
1610,126.89953
1611,49.880848
1616,33.64849
1617,58.519104
1618,39.329628
1622,109.9012
1623,45.46494
1628,125.842476
1631,37.886803
1632,123.97233
1633,126.39562
1634,98.280174
1636,115.63811
1637,114.7172
1643,111.21283
1644,71.38448
1646,112.9453
1648,123.352104
1651,62.102676
1656,110.2353
1658,121.94677
1659,111.01861
1665,38.381714
1666,119.390274
1670,113.15098
1674,53.11528
1679,99.904564
1680,82.4073
1683,127.15752
1686,38.727886
1691,54.356953
1693,99.65481
1696,46.085304
1697,48.698288
1703,61.580345
1706,46.829937
1709,98.80558
1710,108.935616
1712,
1713,81.45115
1718,82.09338
1719,124.72019
1722,130.66922
1723,76.43482
1724,137.71841
1728,28.548622
1730,108.23352
1732,111.89547
1737,61.263412
1745,64.31216
1747,47.866997
1748,84.31464
1755,49.079037
1759,70.705826
1761,93.01791
1764,120.42329
1765,89.11982
1766,78.519966
1768,111.14189
1770,112.97774
1771,59.908203
1774,68.288445
1785,123.88351
1788,122.681694
1792,43.508377
1794,123.445656
1797,77.7397
1798,24.761053
1799,126.85637
1802,64.12995
1806,37.396538
1808,108.80121
1810,125.26522
1818,33.21048
1819,136.07822
1820,127.11634
1822,91.33735
1826,73.362625
1827,113.466774
1835,108.412865
1841,115.95786
1842,107.70478
1843,113.13201
1846,112.48839
1849,31.69
1850,125.784744
1851,114.63142
1857,
1858,56.486782
1860,61.39357
1861,132.92389
1864,43.178947
1869,113.59119
1871,
1872,35.62159
1875,93.53553
1878,132.8876
1879,122.23031
1885,110.27869
1888,113.73883
1889,40.59636
1890,75.59578
1896,111.524414
1897,129.4785
1898,
1900,111.55654
1905,59.1001
1908,57.216454
1909,78.9725
1913,
1918,98.46015
1922,132.04233
1923,85.97251
1925,111.94449
1926,110.21229
1927,81.742805
1930,104.00415
1935,34.339745
1939,116.77063
1942,76.80867
1943,
1948,89.589485
1949,73.66021
1951,90.00403
1953,118.19503
1959,
1963,110.04239
1967,47.049778
1973,72.40673
1975,47.914383
1976,33.74717
1990,114.85027
1993,117.733284
1997,53.641396
1999,82.22824
2001,123.631035
2004,75.64155
2010,68.030205
2013,115.02434
2017,130.13945
2021,24.232761
2023,33.3134
2026,123.11811
2037,34.418167
2039,117.1589
2041,47.431038
2046,109.73582
2050,44.715202
2060,82.12465
2067,87.48267
2069,78.03664
2072,127.717224
2074,72.386536
2079,63.557114
2083,37.637535
2085,52.165512
2087,37.152855
2093,118.75854
2094,108.59195
2097,35.977394
2103,45.866997
2104,
2107,99.82218
2108,24.13234
2110,8.308244
2115,66.90481
2117,109.40181
2125,80.74268
2127,130.12457
2133,51.60861
2134,127.99085
2135,87.139565
2141,128.20786
2143,52.063488
2145,86.63034
2146,113.77382
2147,90.14156
2148,
2149,
2165,99.053505
2166,126.710526
2177,78.99409
